id,name__es,name__en,name__nl,name__fr,name__hu,name,wikipedia__es,gender,birth_date,given_name,original_wikiname,name__it,image,name__de,wikipedia__en,identifier__ISNI,identifier__VIAF,identifier__SUDOC,death_date,identifier__FAST,name__cy,identifier__GND,identifier__LCAuth,name__nb,name__da,name__nn,name__sv,name__ru,name__ca,name__gl,second_surname,name__pl,name__mg,wikipedia__mg,wikipedia__pl,wikipedia__de,wikipedia__ru,wikipedia__fr,name__zh_hant,name__zh_cn,name__tr,name__zh,wikipedia__trwikiquote,identifier__freebase,wikipedia__it,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,name__eu,name__wa,name__ko,name__he,name__oc,name__lv,name__ja,name__scn,name__pt,name__eo,name__fi,name__uk,name__la,name__cs,name__bg,name__fa,name__ksh,name__lt,name__tl,wikipedia__bg,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__cswikiquote,wikipedia__da,wikipedia__dewikiquote,wikipedia__enwikiquote,wikipedia__eo,wikipedia__eswikiquote,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__he,wikipedia__itwikiquote,wikipedia__ja,wikipedia__ko,wikipedia__ksh,wikipedia__la,wikipedia__lt,wikipedia__lv,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pt,wikipedia__scn,wikipedia__simple,wikipedia__sv,wikipedia__tl,wikipedia__uk,wikipedia__wa,wikipedia__zh,identifier__BNF,identifier__NDL,identifier__SBN_it,identifier__NTA,family_name,name__nov,wikipedia__nov,website,twitter,facebook,name__en_ca,name__en_gb,name__sk,name__et,wikipedia__et,identifier__GTAA,name__qu,name__gd,name__be,name__af,name__yo,name__id,name__sq,name__vi,name__el,name__ar,name__sr_el,name__sr_ec,name__be_tarask,name__io,name__gv,name__sr,name__ro,name__az,name__sco,wikipedia__af,wikipedia__ar,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__el,wikipedia__gd,wikipedia__gl,wikipedia__gv,wikipedia__id,wikipedia__io,wikipedia__nn,wikipedia__qu,wikipedia__ro,wikipedia__sco,wikipedia__sq,wikipedia__sr,wikipedia__tr,wikipedia__vi,wikipedia__yo,identifier__IMDB,identifier__NKC,identifier__CANTIC,identifier__Munzinger,identifier__CSPAN,identifier__OLID,identifier__BNE,instagram,name__de_ch,name__pt_br,identifier__NNDB,linkedin,occupation,identifier__google_plus,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__de_at,name__frc,name__frp,name__fur,name__ga,name__gsw,name__hr,name__ia,name__ie,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wo,name__zu,identifier__nlg,identifier__snac,wikipedia__fawikiquote,wikipedia__eswikinews,identifier__TED,identifier__Britannica,identifier__PTBNP,identifier__SELIBR,wikipedia__plwikiquote,wikipedia__eswikisource,name__sl,identifier__bigenc_ru,identifier__CiNii,pseudonym,identifier__youtube,wikipedia__ast,name__hy,wikipedia__hy,identifier__goodreads,wikipedia__lb,wikipedia__zh_yue,name__yue,identifier__BVMC,identifier__BIBSYS,identifier__BAV,identifier__N6I,wikipedia__ruwikinews,wikipedia__tt,name__tt,identifier__NLP,honorific_prefix
Q5922599,Ismael Enrique Arciniegas,Ismael Enrique Arciniegas,Ismael Enrique Arciniegas,,,Ismael Enrique Arciniegas,Ismael Enrique Arciniegas,male,1865-01-02,Ismael,,Ismael Enrique Arciniegas,"https://upload.wikimedia.org/wikipedia/commons/c/c1/Arciniegas,_Ismael_Enrique.jpg",,,0000 0000 7689 3635,30956884,200542737,1938-01-23,148082,,,n85016456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XX1303712,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ismael Enrique Arciniegas,,,,,,,,,,,,41746,,,,,,,,
Q5923431,Iván Díaz,Iván Díaz,Iván Díaz,Iván Díaz,Iván Díaz,Iván Díaz,Iván Díaz Mateus,male,1962,Iván,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iván Díaz,,,,,,,,,,,,,,,,,,,,
Q5923513,Iván Moreno Rojas,Iván Moreno Rojas,Iván Moreno Rojas,Iván Moreno Rojas,Iván Moreno Rojas,Iván Moreno Rojas,Iván Moreno Rojas,male,1962,Iván,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iván Moreno Rojas,,,,,,,,,,,,,,,,,,,,
Q5925008,Jaime Durán Barrera,Jaime Durán Barrera,Jaime Durán Barrera,Jaime Durán Barrera,Jaime Durán Barrera,Jaime Durán Barrera,Jaime Durán Barrera,male,1960-08-03,Jaime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaime Durán Barrera,,,,,,,,,,,,,,,,,,,,
Q5925011,Jaime Dussán,Jaime Dussán,Jaime Dussán,Jaime Dussán,Jaime Dussán,Jaime Dussán,Jaime Dussán,male,1951-12-19,Jaime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaime Dussán,,,,,,,,,,,,,,,,,,,,
Q5925519,Jairo Enrique Merlano,Jairo Enrique Merlano,Jairo Enrique Merlano,Jairo Enrique Merlano,Jairo Enrique Merlano,Jairo Enrique Merlano,Jairo Enrique Merlano,male,1956,Jairo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jairo Enrique Merlano,,,,,,,,,,,,,,,,,,,,
Q5925537,Jairo Mantilla Colmenares,Jairo Mantilla Colmenares,Jairo Mantilla Colmenares,Jairo Mantilla Colmenares,Jairo Mantilla Colmenares,Jairo Mantilla Colmenares,,male,,Jairo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jairo Mantilla Colmenares,,,,,,,,,,,,,,,,,,,,
Q5927639,Javier Cáceres Leal,Javier Cáceres Leal,Javier Cáceres Leal,Javier Cáceres Leal,Javier Cáceres Leal,Javier Cáceres Leal,Javier Cáceres Leal,male,1958-01-26,Javier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Javier Cáceres Leal,,,,,,,,,,,,,,,,,,,,
Q5929912,Jesús Bernal Amorocho,Jesús Bernal Amorocho,Jesús Bernal Amorocho,Jesús Bernal Amorocho,Jesús Bernal Amorocho,Jesús Bernal Amorocho,Jesús Bernal Amorocho,male,1954,Jesús,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Bernal Amorocho,,,,,,,,,,,,,,,,,,,,
Q5930240,Jesús Ignacio García,Jesús Ignacio García,Jesús Ignacio García,Jesús Ignacio García,Jesús Ignacio García,Jesús Ignacio García,Jesús Ignacio García,male,1951-06-03,Jesús,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Ignacio García,,,,,,,,,,,,,,,,,,,,
Q5930534,Jesús Piñacué Achicué,Jesús Piñacué Achicué,Jesús Piñacué Achicué,Jesús Piñacué Achicué,Jesús Piñacué Achicué,Jesús Piñacué Achicué,Jesús Piñacué Achicué,male,1964,Jesús,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Piñacué Achicué,,,,,,,,,,,,,,,,,,,,
Q5934561,Jorge Ballesteros,Jorge Ballesteros,Jorge Ballesteros,Jorge Ballesteros,Jorge Ballesteros,Jorge Ballesteros,Jorge Ballesteros,male,1948,Jorge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jorge Ballesteros,,,,,,,,,,,,,,,,,,,,
Q5934840,Jorge Dangond Daza,Jorge Dangond Daza,Jorge Dangond Daza,Jorge Dangond Daza,Jorge Dangond Daza,Jorge Dangond Daza,Jorge Dangond Daza,male,1922-10-24,Jorge,,,https://upload.wikimedia.org/wikipedia/commons/0/07/Jorge-Dangond-Daza-300x300.jpg,,,,,,2008-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jorge Dangond Daza,,,,,,,,,,,,,,,,,,,,
Q5934949,Jorge Eliécer Guevara,Jorge Eliécer Guevara,Jorge Eliécer Guevara,Jorge Eliécer Guevara,Jorge Eliécer Guevara,Jorge Eliécer Guevara,Jorge Eliécer Guevara,male,1955-12-10,Jorge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jorge Eliécer Guevara,,,,,,,,,,,,,,,,,,,,
Q5936257,Jorge Visbal Martelo,Jorge Visbal Martelo,Jorge Visbal Martelo,Jorge Visbal Martelo,Jorge Visbal Martelo,Jorge Visbal Martelo,Jorge Visbal Martelo,male,1953-06-26,Jorge,,,,Jorge Visbal Martelo,Jorge Visbal Martelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jorge Visbal Martelo,,,,,,,,,,,,,,,,,,,,
Q5938691,José Camacho Carreño,José Camacho Carreño,,José Camacho Carreño,,José Camacho Carreño,José Camacho Carreño,male,1903,José,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,orator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Camacho Carreño,,,,,,,,,,,,,,,,,,,,
Q5939173,José Darío Salazar,José Darío Salazar,José Darío Salazar,José Darío Salazar,José Darío Salazar,José Darío Salazar,José Darío Salazar,male,1956-08-16,José,,,,José Darío Salazar,,,,,,,,,,José Darío Salazar,José Darío Salazar,José Darío Salazar,José Darío Salazar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Darío Salazar,,,,,,,,,,,,,,,,,,,,
Q5940388,José Herrera Acosta,José Herrera Acosta,José Herrera Acosta,José Herrera Acosta,José Herrera Acosta,José Herrera Acosta,José Herrera Acosta,male,1970-07-24,José,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Herrera Acosta,,,,,,,,,,,,,,,,,,,,
Q5943119,José María Lombana Barreneche,José María Lombana Barreneche,,José María Lombana Barreneche,,José María Lombana Barreneche,José María Lombana,male,1854,José,,,https://upload.wikimedia.org/wikipedia/commons/3/32/JoseMLombana.jpg,,,,,,1928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José María Lombana Barreneche,,,,,,,,,,,,,,,,,,,,
Q5944342,José Obdulio Gaviria,José Obdulio Gaviria,José Obdulio Gaviria,José Obdulio Gaviria,José Obdulio Gaviria,José Obdulio Gaviria,José Obdulio Gaviria,male,1952-11-29,José,,,https://upload.wikimedia.org/wikipedia/commons/8/80/Joseobduliogaviria.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,خوسيه أوبدوليو غافيريا,,,,,,,,,,,خوسيه أوبدوليو غافيريا,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Obdulio Gaviria,,,,,,,,,,,,,,,,,,,,
Q5944572,Mauricio Pimiento,Mauricio Pimiento,Mauricio Pimiento,Mauricio Pimiento,Mauricio Pimiento,Mauricio Pimiento,Mauricio Pimiento,male,1961-03-17,Mauricio,,,,Mauricio Pimiento,Mauricio Pimiento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mauricio Pimiento,,,,,,,,,,,,,,,,,,,,
Q5948432,Juan Carlos Martínez Sinisterra,Juan Carlos Martínez Sinisterra,Juan Carlos Martínez Sinisterra,Juan Carlos Martínez Sinisterra,Juan Carlos Martínez Sinisterra,Juan Carlos Martínez Sinisterra,Juan Carlos Martínez Sinisterra,male,"",Juan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan Carlos Martínez Sinisterra,,,,,,,,,,,,,,,,,,,,
Q5948544,Juan Carlos Restrepo,Juan Carlos Restrepo,Juan Carlos Restrepo,Juan Carlos Restrepo,Juan Carlos Restrepo,Juan Carlos Restrepo,Juan Carlos Restrepo,male,1969,Juan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan Carlos Restrepo,,,,,,,,,,,,,,,,,,,,
Q5948645,Juan Carlos Vélez Uribe,Juan Carlos Vélez Uribe,Juan Carlos Vélez Uribe,Juan Carlos Vélez Uribe,Juan Carlos Vélez Uribe,Juan Carlos Vélez Uribe,Juan Carlos Vélez,male,1965-02-06,Juan,,,https://upload.wikimedia.org/wikipedia/commons/b/b3/MG_0233_copia.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan Carlos Vélez Uribe,,,,,,,,,,,,,,,,,,,,
Q5949408,Juan Fernando Cristo,Juan Fernando Cristo,Juan Fernando Cristo,Juan Fernando Cristo,Juan Fernando Cristo,Juan Fernando Cristo,Juan Fernando Cristo,male,1964-07-11,Juan,,,https://upload.wikimedia.org/wikipedia/commons/4/41/Juan_Fernando_Cristo_Bustos.jpg,,Juan Fernando Cristo,,,,,,,,,,,,,,,,,,,,,,,Juan Fernando Cristo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan Fernando Cristo,,,,,,,,,,,,,,,,,,,,
Q5949665,Juan Gabriel Uribe,Juan Gabriel Uribe Vegalara,Juan Gabriel Uribe Vegalara,Juan Gabriel Uribe Vegalara,Juan Gabriel Uribe,Juan Gabriel Uribe,Juan Gabriel Uribe,male,1971,Juan,,,,Juan Gabriel Uribe Vegalara,Juan Gabriel Uribe Vegalara,0000 0000 5082 6311,19248165,,,308749,,,no92019684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan Gabriel Uribe,,,,,,,,,,,,,,,,,,,,
Q5949887,Juan Guillermo Ángel Mejía,Juan Guillermo Ángel Mejía,Juan Guillermo Ángel Mejía,Juan Guillermo Ángel Mejía,Juan Guillermo Ángel Mejía,Juan Guillermo Ángel Mejía,Juan Guillermo Ángel Mejía,male,1946,Juan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan Guillermo Ángel Mejía,,,,,,,,,,,,,,,,,,,,
Q5949924,Juan Gómez Martínez,Juan Gómez Martínez,Juan Gómez Martínez,Juan Gómez Martínez,Juan Gómez Martínez,Juan Gómez Martínez,Juan Gómez Martínez,male,1934-08-18,Juan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,خوان غوميز مارتينيز,,,,,,,,,,,خوان غوميز مارتينيز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan Gómez Martínez,,,,,,,,,,,,,,,,,,,,
Q5950393,Juan José Neira,Juan José Neira,,Juan José Neira,,Juan José Neira,Juan José Neira,male,1793-12-23,Juan,,,https://upload.wikimedia.org/wikipedia/commons/e/ea/Juan_José_Neira.jpg,,,,50668491,,1841-01-07,172115,,,n85212159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan José Neira,,,,,,,,,,,,,,,,,,,,
Q5951001,Juan Manuel Galán,Juan Manuel Galán Pachón,Juan Manuel Galán Pachón,Juan Manuel Galán,Juan Manuel Galán,Juan Manuel Galán,Juan Manuel Galán,male,1971-07-29,Juan,,,https://upload.wikimedia.org/wikipedia/commons/4/4b/JMGALAN.jpg,Juan Manuel Galán Pachón,Juan Manuel Galán Pachón,0000 0000 3827 3320,38704502,,,,,,n99023452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Juan Manuel Galán Pachón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan Manuel Galán,,,,,,,,,,,,,,,,,,,,
Q5951066,Juan Manuel López Cabrales,Juan Manuel López Cabrales,Juan Manuel López Cabrales,Juan Manuel López Cabrales,Juan Manuel López Cabrales,Juan Manuel López Cabrales,Juan Manuel López Cabrales,male,1956,Juan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan Manuel López Cabrales,,,,,,,,,,,,,,,,,,,,
Q5951116,Juan Manuel Ospina,Juan Manuel Ospina,Juan Manuel Ospina,Juan Manuel Ospina,Juan Manuel Ospina,Juan Manuel Ospina,Juan Manuel Ospina,male,1946-10-06,Juan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan Manuel Ospina,,,,,,,,,,,,,,,,,,,,
Q5951281,Juan Martín Caicedo,Juan Martín Caicedo,Juan Martín Caicedo,Juan Martín Caicedo,Juan Martín Caicedo,Juan Martín Caicedo,Juan Martín Caicedo,male,,Juan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan Martín Caicedo,,,,,,,,,,,,,,,,,,,,
