id,name__vi,name,wikipedia__vi,birth_date,original_wikiname,name__en,name__fa,name__es,name__de,name__fr,name__zh,name__id,name__nl,name__hu,wikipedia__en,wikipedia__fa,wikipedia__id,wikipedia__zh,gender,identifier__freebase,image,name__ca,name__it,name__ms,name__nb,name__pt,name__ru,name__sv,name__ja,name__zh_hant,name__zh_hans,wikipedia__ca,wikipedia__commons,wikipedia__de,wikipedia__es,wikipedia__fr,wikipedia__it,wikipedia__ja,wikipedia__ms,wikipedia__nl,wikipedia__no,wikipedia__pt,wikipedia__ru,wikipedia__sv,identifier__VIAF,identifier__LCAuth,name__zh_cn,wikipedia__viwikiquote,name__cy,death_date,identifier__ISNI,identifier__BNF,identifier__SUDOC,family_name,identifier__GND,name__zh_hk,name__pl,wikipedia__pl,name__ko,name__da,name__et,name__io,name__lt,wikipedia__da,wikipedia__et,wikipedia__io,wikipedia__ko,wikipedia__lt,name__zh_sg,name__zh_tw,name__af,name__la,name__cs,name__tl,name__nn,name__sco,name__he,name__hy,wikipedia__af,wikipedia__cs,wikipedia__he,wikipedia__la,wikipedia__tl,name__lb,name__ta,name__oc,name__ia,name__eo,name__tw,name__sr,name__tr,name__fi,name__uk,name__az,name__nan,name__be,name__yo,name__ie,name__gl,name__ay,name__wo,name__hi,name__ht,name__sk,name__nov,name__th,name__ro,name__ilo,name__war,name__bg,name__en_gb,name__lv,name__yue,name__yi,name__ar,name__uz,name__bn,name__qu,wikipedia__ar,wikipedia__ay,wikipedia__az,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__cy,wikipedia__eo,wikipedia__fi,wikipedia__gl,wikipedia__hi,wikipedia__ht,wikipedia__hu,wikipedia__hy,wikipedia__ia,wikipedia__ie,wikipedia__ilo,wikipedia__lb,wikipedia__lv,wikipedia__nov,wikipedia__oc,wikipedia__qu,wikipedia__ro,wikipedia__sco,wikipedia__sk,wikipedia__sr,wikipedia__ta,wikipedia__th,wikipedia__tr,wikipedia__tw,wikipedia__uk,wikipedia__uz,wikipedia__war,wikipedia__wo,wikipedia__yi,wikipedia__yo,wikipedia__zh_min_nan,website,name__el,name__mn,name__mr,name__lo,wikipedia__el,wikipedia__lo,wikipedia__mn,wikipedia__mr,wikipedia__zh_yue,identifier__FAST,wikipedia__viwikisource,wikipedia__plwikiquote,name__mg,wikipedia__mg,name__wuu,wikipedia__enwikiquote,wikipedia__wuu,given_name,name__bar,identifier__MusicBrainz,wikipedia__simple,identifier__NTA,name__br,wikipedia__br,name__jv,name__eu,name__bs,name__sq,name__am,name__ga,name__my,name__is,name__xmf,name__ast,name__hak,name__be_tarask,name__gan,name__hr,name__kk,name__an,name__lad,name__ml,name__sh,name__scn,name__sa,name__hsb,name__fy,name__sl,name__te,name__ka,name__km,name__pa,name__ckb,name__sah,name__gsw,name__lzh,name__cdo,name__gu,name__glk,name__ur,name__lrc,wikipedia__als,wikipedia__am,wikipedia__an,wikipedia__ast,wikipedia__be_x_old,wikipedia__bs,wikipedia__cawikiquote,wikipedia__cdo,wikipedia__ckb,wikipedia__dewikiquote,wikipedia__enwikisource,wikipedia__eowikiquote,wikipedia__eswikiquote,wikipedia__eu,wikipedia__fy,wikipedia__gan,wikipedia__ga,wikipedia__glk,wikipedia__gu,wikipedia__hak,wikipedia__hewikiquote,wikipedia__hr,wikipedia__hsb,wikipedia__huwikiquote,wikipedia__is,wikipedia__itwikiquote,wikipedia__jv,wikipedia__ka,wikipedia__kk,wikipedia__km,wikipedia__kowikiquote,wikipedia__kowikisource,wikipedia__lad,wikipedia__lrc,wikipedia__ml,wikipedia__my,wikipedia__nn,wikipedia__pa,wikipedia__ptwikiquote,wikipedia__ruwikiquote,wikipedia__sah,wikipedia__sa,wikipedia__scn,wikipedia__sh,wikipedia__simplewikiquote,wikipedia__sl,wikipedia__sq,wikipedia__svwikiquote,wikipedia__te,wikipedia__thwikiquote,wikipedia__ur,wikipedia__xmf,wikipedia__zh_classical,wikipedia__zhwikiquote,identifier__NDL,identifier__OLID,identifier__DBNL,identifier__Munzinger,identifier__OpenPlaques,identifier__filmportal_de,identifier__BVMC,name__vep,wikipedia__vep,name__diq,identifier__Britannica,identifier__NLA,identifier__IMDB,electoral_district,name__fj,name__sr_el,name__sr_ec,name__pms,name__pam,name__si,wikipedia__bar,wikipedia__fj,wikipedia__pam,wikipedia__pms,wikipedia__si,identifier__CANTIC,identifier__GNC,identifier__kinopoisk,identifier__AlloCine,identifier__SFDb,wikipedia__ky,name__ky,identifier__NNDB,occupation,identifier__nlg,wikipedia__pnb,name__pnb,identifier__snac,identifier__google_knowledge,identifier__quora,wikipedia__arz,name__arz,identifier__persee,identifier__ne_se,identifier__NUKAT,identifier__BAV,identifier__BIBSYS,name__ba,wikipedia__ba,identifier__wikitree,identifier__SELIBR,name__new,wikipedia__new,identifier__NLP,identifier__PTBNP,identifier__bigenc_ru,identifier__NLI,wikipedia__ne,wikipedia__mzn,identifier__GTAA,name__mzn,identifier__britishmuseum,wikipedia__diq,name__ne,identifier__BNE,identifier__NLAtrove,wikipedia__ruwikinews,name__frc,name__en_ca,name__pt_br,identifier__goodreads,wikipedia__sat,identifier__CONOR
Q16159022,Võ Kim Cự,Võ Kim Cự,Võ Kim Cự,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16159142,Y Blok,Y Blok,Y Blok,1921,,,,,,Y Blok Êban,,,,,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16480033,Lê Hiền Vân,Lê Hiền Vân,Lê Hiền Vân,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16480066,Nguyễn Đức Thuận,Nguyễn Đức Thuận,Nguyễn Đức Thuận,1916,,Nguyễn Đức Thuận,,,Nguyễn Đức Thuận,,,,,,,,,,male,,,,,,,,,,,,,,,Nguyễn Đức Thuận,,,,,,,,,,,,,,,,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16480252,Trần Đình Thành,Trần Đình Thành,Trần Đình Thành,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16480253,Nguyễn Tấn Gi Trọng,Nguyễn Tấn Gi Trọng,Nguyễn Tấn Gi Trọng,1913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16480293,Trần Thị Kim Vân,Trần Thị Kim Vân,Trần Thị Kim Vân,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16480319,Nguyễn Thị Quyết Tâm,Nguyễn Thị Quyết Tâm,Nguyễn Thị Quyết Tâm,1958,,,,,,,,,,,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,310709570,n2014056161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.dbnd.hochiminhcity.gov.vn/gioi-thieu/hoi-dong-nd/tieu-su/mldocument.2006-07-17.8086252304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16480780,Cung Đình Quỳ,Cung Đình Quỳ,Cung Đình Quỳ,1901,,,,,,,,,,,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16480852,Phạm Văn Cường,Phạm Văn Cường,Phạm Văn Cường (chính khách),1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16481290,Đỗ Chính,Đỗ Chính,Đỗ Chính,1926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16481319,Hoàng Văn Đức,Hoàng Văn Đức,Hoàng Văn Đức,1918,,,,,,Hoàng Văn Đức,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16481342,Lê Thị Nguyệt,Lê Thị Nguyệt,Lê Thị Nguyệt,1963,,,,,,,,,,,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16481373,Nguyễn Thái Phúc,Nguyễn Thái Phúc,Nguyễn Thái Phúc,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16481377,Nguyễn Trung Nhân,Nguyễn Trung Nhân,Nguyễn Trung Nhân,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16481398,Phêrô Võ Thành Trinh,Phêrô Võ Thành Trinh,Phêrô Võ Thành Trinh,1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16481457,Trần Công Tường,Trần Công Tường,Trần Công Tường,1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990,0000 0001 1933 0534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1797921,Xuân Thủy,Xuân Thủy,Xuân Thủy,1912-09-02,,Xuan Thuy,,Xuan Thuy,Xuan Thuy,Xuan Thuy,春水,Xuan Thuy,Xuan Thuy,,Xuân Thủy,,Xuan Thuy,春水 (越南政治人物),male,,https://upload.wikimedia.org/wikipedia/commons/e/ea/Xuan_Thuy.jpg,,,,Xuan Thuy,,Суан Тхюи,,スァン・トゥイ,,,,,,,,,,,,Xuan Thuy,,Суан Тхюи,,11400985,n88155024,,,,1985-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1491461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poet,,,,,/g/11bc5xy3d2,,,,,,,,,,,,,,,,,,,,,172000,,,,,,,,,,,,,
Q179910,Võ Nguyên Giáp,Võ Nguyên Giáp,Võ Nguyên Giáp,1911-08-25,,Vo Nguyen Giap,وو نوین جیاپ,Võ Nguyên Giáp,Võ Nguyên Giáp,Võ Nguyên Giáp,武元甲,Vo Nguyen Giap,Võ Nguyên Giáp,Võ Nguyên Giáp,Võ Nguyên Giáp,وو گوین جیاپ,Vo Nguyen Giap,武元甲,male,/m/0hh56,https://upload.wikimedia.org/wikipedia/commons/d/de/Vo_Nguyen_Giap_10_July_2008.jpg,Vo Nguyen Giap,Võ Nguyên Giáp,Vo Nguyen Giap,Võ Nguyên Giáp,Vo Nguyen Giap,Во Нгуен Зяп,Võ Nguyên Giáp,ヴォー・グエン・ザップ,武元甲,武元甲,Võ Nguyên Giáp,,Võ Nguyên Giáp,Võ Nguyên Giáp,Võ Nguyên Giáp,Võ Nguyên Giáp,ヴォー・グエン・ザップ,Vo Nguyen Giap,Võ Nguyên Giáp,Võ Nguyên Giáp,Võ Nguyên Giáp,Во Нгуен Зяп,Võ Nguyên Giáp,111084565,n80036581,武元甲,,Võ Nguyên Giáp,2013-10-04,0000 0001 2018 8758,120196412,028341112,Võ,118694634,武元甲,Võ Nguyên Giáp,Võ Nguyên Giáp,보응우옌잡,Võ Nguyên Giáp,,,,Võ Nguyên Giáp,,,보응우옌잡,,武元甲,武元甲,,Võ Nguyên Giáp,Võ Nguyên Giáp,Vo Nguyen Giap,,Võ Nguyên Giáp,וו נגויין גיאפ,Վո Նգուեն Զիապ,,Võ Nguyên Giáp,וו נגויין גיאפ,Võ Nguyên Giáp,Vo Nguyen Giap,Võ Nguyên Giáp,வோ இங்குயென் கியாப்,Vo Nguyen Giap,,Võ Nguyên Giáp,Vo Nguyen Giap,Во Нгујен Ђап,Võ Nguyên Giáp,Võ Nguyên Giáp,Во Нгуен Зіап,Vo Nquyen Zyap,Võ Nguyên Giáp,Во Нгуен Зіяп,,,Võ Nguyên Giáp,,,वो गुएन गियाप,Vo Nguyen Giap,Võ Nguyên Giáp,,หวอ เงวียน ซ้าป,Võ Nguyên Giáp,,Vo Nguyen Giap,Во Нгуен Зиап,,Vo Ngujens Zaps,武元甲,,فون نجوين جياب,,ভো নগুয়েন গিয়াপ,,فون نجوين جياب,,,Во Нгуен Зіяп,Во Нгуен Зиап,ভো নগুয়েন গিয়াপ,Võ Nguyên Giáp,Võ Nguyên Giáp,Võ Nguyên Giáp,Võ Nguyên Giáp,वो गुएन गियाप,Vo Nguyen Giap,Võ Nguyên Giáp,Վո Նգուեն Զիապ,,,,Võ Nguyên Giáp,Vo Ngujens Zaps,,Vo Nguyen Giap,,Võ Nguyên Giáp,Võ Nguyên Giáp,Võ Nguyên Giáp,Во Нгујен Ђап,வோ இங்குயென் கியாப்,หวอ เงวียน ซ้าป,Võ Nguyên Giáp,Vo Nguyen Giap,Во Нгуен Зіап,,Vo Nguyen Giap,,,,Võ Nguyên Giáp,,Βο Νγκιέν Τζιάπ,,,,,,,,武元甲,1899397,,Võ Nguyên Giáp,Võ Nguyên Giáp,Võ Nguyên Giáp,,Võ Nguyên Giáp,,,Vo Nguyen Giap,,Võ Nguyên Giáp,075164469,Võ Nguyên Giáp,Võ Nguyên Giáp,,Vo Nguyen Giap,,,,,ငုရင်ဂီယက်,,,Võ Nguyên Giáp,,,,Võ Nguyên Giáp,,Võ Nguyên Giáp,,,Võ Nguyên Giáp,,,,,Vo Nguyen Giap,,,,,ڤۆ نگوین جیاپ,,,,,,,,,,,Võ Nguyên Giáp,Võ Nguyên Giáp,,,,,ڤۆ نگوین جیاپ,,,,,Võ Nguyên Giáp,,,,,,,,Võ Nguyên Giáp,,,,Võ Nguyên Giáp,,,,,,,,,,ငုရင်ဂီယက်,,,,,,,,Võ Nguyên Giáp,,Vo Nguyen Giap,,,,,,,,,00459829,,,,,,,,,,biography/Vo-Nguyen-Giap,,,,Vo Nguyen Giap,Vo Ngujen Đap,Во Нгујен Ђап,Vo Nguyen Giap,Vo Nguyen Giap,වාඅං වීයෙං සෑප්,Vo Nguyen Giap,Vo Nguyen Giap,Vo Nguyen Giap,Vo Nguyen Giap,වාඅං වීයෙං සෑප්,a11223261,0071593,,,,,,785/000177254,military officer,,,,w6sx96f0,,Vo-Nguyen-Giap,,,,,,,,,,Võ-27,100091,,,,55682,1928469,,,,,,,,,XX1484833,,,,,,,,
Q182224,Nguyễn Hải Thần,Nguyễn Hải Thần,Nguyễn Hải Thần,1878,,Nguyen Hai Than,,Nguyen Hai Than,Nguyen Hai Than,,阮海臣,,Nguyen Hai Than,Nguyen Hai Than,Nguyễn Hải Thần,,,阮海臣,male,,,,,,Nguyen Hai Than,,,,,,,,,,,,,,,,,,,,,,,,,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,Nguyễn-829,,,,,,,,,,,,,,,,,,,,,,,
Q20063543,Đỗ Hồng Quân,Đỗ Hồng Quân,Đỗ Hồng Quân,1956-08-01,,,,,,,杜鸿君,,,,,,,杜鸿君,,,,,,,,,,,,,,,,,,,,,,,,,,,16894380,no2002066827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,musician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2068489,Nguyễn Thị Định,Nguyễn Thị Định,Nguyễn Thị Định,1920-03-15,,Nguyen Thi Dinh,,Nguyen Thi Dinh,Nguyen Thi Dinh,Thị Định Nguyêñ,,,Nguyen Thi Dinh,,Nguyễn Thị Định,,,,female,,,,Nguyễn Thị Định,,,,Нгуен Тхи Динь,,グエン・チ・ディン,,,,,,,,Nguyễn Thị Định,,,,,,Нгуен Тхи Динь,,64128477,n82118480,,,,1992-08-26,0000 0000 7834 8374,127073365,088454258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98341,,,,,,,,,,,,267752229,Nguyễn Thị Định,Nguyễn Thị Định,,,,,,,,,,,,,,,,,,,,,,,,,,ნგუენ თი დინი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ნგუენ თი დინი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,Nguyễn-658,,,,,,,,,,,,,,,,,,,,,,,
