id,name,wikipedia__pl,term,group,source,area,area_id,start_date,wikidata,end_date,replaced,name__pl,name__en,gender,birth_date,given_name,image,identifier__viaf,identifier__freebase,identifier__lcauth,identifier__europarlmep,identifier__isni,identifier__bnf,website,identifier__gnd,identifier__sudoc,identifier__nta,identifier__imdb,facebook,family_name,identifier__muzinger,death_date,twitter,identifier__gtaa,identifier__parlement,identifier__ndl,identifier__nla,identifier__nkc,identifier__nukat,identifier__nlp,identifier__ptbnp,identifier__nli,identifier__bne,identifier__bav,identifier__fifa,identifier__catholic_hierarchy
ryszard-ulicki,Ryszard Ulicki,Ryszard Ulicki,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa koszalińskie i słupskie 21,21-1,,Q9325021,,,Ryszard Ulicki,,male,1943-01-01,Ryszard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danuta-waniek,Danuta Waniek,Danuta Waniek,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Lista ogólnopolska,,,Q11692888,,,Danuta Waniek,,female,1946-10-26,Danuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jerzy-wiatr,Jerzy Wiatr,Jerzy Wiatr,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo warszawskie 1,1-1,,Q6185563,,,Jerzy Wiatr,Jerzy Wiatr,male,1931-09-17,Jerzy,,92877744,/m/04g29wd,,,0000 0000 8165 3820,121520693,,,,67843697.0,,,,,,,,,,,,,,,,,,,
janusz-zemke,Janusz Zemke,Janusz Zemke,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo bydgoskie 17,17-1,,Q376870,,,Janusz Zemke,Janusz Zemke,male,1949-02-24,Janusz,https://upload.wikimedia.org/wikipedia/commons/3/3e/Zemke_Janusz.jpg,161272026,/m/0f6zmc,,96784,,,,,,,,,,,,,,,,,,,,,,,,,
bogumił-zych,Bogumił Zych,Bogumił Zych,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo wałbrzyskie 12,12-1,,Q11688450,,,Bogumił Zych,Bogumił Zych,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marian-Żenkiewicz,Marian Żenkiewicz,Marian Żenkiewicz,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa toruńskie i włocławskie 16,16-1,,Q11769808,,,Marian Żenkiewicz,Marian Żenkiewicz,male,,Marian,,,,,23721,,,,,,,,,,,,,,,,,,,,,,,,,
ryszard-jacek-Żochowski,Ryszard Żochowski,Ryszard Jacek Żochowski,1,Sojusz Lewicy Demokratycznej Klub Parlamentarny,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Lista ogólnopolska,,,Q7946079,,,Ryszard Jacek Żochowski,Ryszard Jacek Żochowski,male,1941-06-19,Ryszard,,,,,,,,,,,,,,,,1997-09-17,,,,,,,,,,,,,,
marek-balicki,Marek Balicki,Marek Balicki,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo warszawskie 2,2-1,,Q1894552,,,Marek Balicki,Marek Balicki,male,1953-09-29,Marek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andrzej-bober-(polityk),Andrzej Bober,Andrzej Bober (polityk),1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa olsztyńskie i elbląskie 23,23-1,,Q9151596,,,Andrzej Bober (polityk),,male,,Andrzej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
juliusz-braun,Juliusz Braun,Juliusz Braun,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo kieleckie 8,8-1,,Q11729263,,,Juliusz Braun,,male,,Juliusz,https://upload.wikimedia.org/wikipedia/commons/6/66/Juliusz_Braun.JPG,164456993,,,,0000 0001 1277 401X,,,,,,,,,,,,,,,,,n2005131919,,,,,,,
jerzy-ciemniewski,Jerzy Ciemniewski,Jerzy Ciemniewski,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Lista ogólnopolska,,,Q11724479,,,Jerzy Ciemniewski,,male,,Jerzy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andrzej-czernecki,Andrzej Czernecki,Andrzej Czernecki,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo katowickie,,,Q11685845,,,Andrzej Czernecki,,male,1939-05-21,Andrzej,,,,,,,,,,,,,,,,2012-05-18,,,,,,,,,,,,,,
marek-dąbrowski-(ekonomista),Marek Dąbrowski,Marek Dąbrowski (ekonomista),1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Lista ogólnopolska,,,Q11626701,,,Marek Dąbrowski,,male,1951-04-13,Marek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maria-dmochowska,Maria Dmochowska,Maria Dmochowska,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo łódzkie 4,4-1,,Q11768807,,,Maria Dmochowska,,female,1930-07-18,Maria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
władysław-frasyniuk,Władysław Frasyniuk,Władysław Frasyniuk,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo wrocławskie 11,11-1,,Q733556,,,Władysław Frasyniuk,Władysław Frasyniuk,male,1954-11-25,Władysław,https://upload.wikimedia.org/wikipedia/commons/6/6f/Władysław_Frasyniuk_2.jpg,262190772,/m/0cqf74,n86133799,,,,,119311542,,,,,,,,,,,,,,,,,,,,,
radosław-gawlik,Radosław Gawlik,Radosław Gawlik,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo wrocławskie 11,11-1,,Q9302568,,,Radosław Gawlik,,male,,,https://upload.wikimedia.org/wikipedia/commons/9/9d/Radosław_gawlik_wwd_2015.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bronisław-geremek,Bronisław Geremek,Bronisław Geremek,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo warszawskie 1,1-1,,Q157282,,,Bronisław Geremek,Bronisław Geremek,male,1932-03-06,Bronisław,https://upload.wikimedia.org/wikipedia/commons/f/f1/2004.05.01._Bronislaw_Geremek_01.jpg,73863624,/m/03dvgj,n81032198,28384,0000 0000 8344 6569,12011162q,http://www.geremek.pl,119100789,28234162.0,75095386.0,,,,19173.0,2008-07-13,,101603,,467068.0,35809590,jo20010087143,n93120696,,100129,21703,XX1087002,ADV10238635,,
helena-góralska,Helena Góralska,Helena Góralska,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo częstochowskie 9,9-1,,Q9287339,,,Helena Góralska,,female,1947-10-20,Helena,,,,,,,,,,,,,,,,2004-01-08,,,,,,,,,,,,,,
stanisław-handzlik,Stanisław Handzlik,Stanisław Handzlik,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Lista ogólnopolska,,,Q9342036,,,Stanisław Handzlik,,male,,Stanisław,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
józefa-hennelowa,Józefa Hennelowa,Józefa Hennelowa,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo krakowskie 33,33-1,,Q11731786,,,Józefa Hennelowa,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zbigniew-janas,Zbigniew Janas,Zbigniew Janas,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Lista ogólnopolska,,,Q9387950,,,Zbigniew Janas,,male,,Zbigniew,https://upload.wikimedia.org/wikipedia/commons/2/2b/Zbigniew_Janas_Kancelaria_Senatu.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan-kisiliczyk,Jan Kisiliczyk,Jan Kisiliczyk,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa jeleniogórskie i legnickie 13,13-1,,Q11717999,,,Jan Kisiliczyk,,male,,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bronisław-komorowski,Bronisław Komorowski,Bronisław Komorowski,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Lista ogólnopolska,,,Q42939,,,Bronisław Komorowski,Bronisław Komorowski,male,1952-06-04,Bronisław,https://upload.wikimedia.org/wikipedia/commons/2/2e/KPRP_20130131_WG_222_BRONISLAW_KOMOROWSKI.jpg,101918451,/m/07lklt,no2003023674,,0000 0000 8404 2582,,http://www.prezydent.pl,1015930573,112693105,,,,Komorowski,28259.0,,,,,,,xx0121798,n97011200,,,,,,,
jerzy-kopania,Jerzy Kopania,Jerzy Kopania,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa białostockie i suwalskie 25,25-1,,Q11724852,,,Jerzy Kopania,,male,,Jerzy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
józef-kowalczyk-(polityk),Józef Kowalczyk,Józef Kowalczyk (polityk),1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo szczecińskie 20,20-1,,Q11730601,,,Józef Kowalczyk (polityk),,male,1948-12-04,Józef,,,,,,,,,,,,,,,,2000-08-30,,,,,,,,,,,,,,
jan-król-(polityk),Jan Król,Jan Król (polityk),1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa koszalińskie i słupskie 21,21-1,,Q6149329,,,Jan Król (polityk),Jan Król,male,1950-06-14,Jan,,164404416,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olga-krzyżanowska,Olga Krzyżanowska,Olga Krzyżanowska,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo gdańskie 22,22-1,,Q11797866,,,Olga Krzyżanowska,,female,,Olga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zygmunt-kufel,Zygmunt Kufel,Zygmunt Kufel,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa gorzowskie i pilskie 19,19-1,,Q9392962,,,Zygmunt Kufel,,male,1947-02-02,Zygmunt,,,,,,,,,,,,,,,,2011-10-21,,,,,,,,,,,,,,
jacek-kuroń,Jacek Kuroń,Jacek Kuroń,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo warszawskie 1,1-1,,Q55743,,,Jacek Kuroń,Jacek Kuroń,male,1934-03-03,Jacek,https://upload.wikimedia.org/wikipedia/commons/2/2a/1_Maja_Jacek_Kuroń.jpg,51691742,/m/036pz9,n82255010,,0000 0001 0654 2765,119101904,http://www.kuron.pl/,11900111X,30892244.0,10471865X,,,,,2004-06-17,,,,446538.0,,,,,,,,,,
barbara-labuda,Barbara Labuda,Barbara Labuda,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo wrocławskie 11,11-1,,Q9165470,,,Barbara Labuda,Barbara Labuda,female,1946-04-19,Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
irena-lipowicz,Irena Lipowicz,Irena Lipowicz,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo katowickie 36,36-1,,Q1276867,,,Irena Lipowicz,Irena Lipowicz,female,1953-06-09,Irena,https://upload.wikimedia.org/wikipedia/commons/9/9c/Irena_Lipowicz_05.JPG,26312484,,n95073319,,,,,143620428,,,,,,,,,,,,,,,,,,,,,
jan-lityński,Jan Lityński,Jan Lityński,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo wałbrzyskie 12,12-1,,Q11718273,,,Jan Lityński,Jan Lityński,male,,Jan,https://upload.wikimedia.org/wikipedia/commons/e/e8/Jan_Lityński_Kancelaria_Senatu.JPG,34874398,,n89658960,,0000 0001 1618 7015,,,,,,,,,,,,,,,,,n99036556,,,,,,,
władysław-liwak,Władysław Liwak,Władysław Liwak,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa rzeszowskie i tarnobrzeskie,,,Q9382051,,,Władysław Liwak,,male,,Władysław,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadeusz-mazowiecki,Tadeusz Mazowiecki,Tadeusz Mazowiecki,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo poznańskie 18,18-1,,Q55922,,,Tadeusz Mazowiecki,Tadeusz Mazowiecki,male,1927-04-18,Tadeusz,https://upload.wikimedia.org/wikipedia/commons/9/9a/Tadeusz_Mazowiecki_80th_birthday.jpg,27081552,/m/03qr69,n87821245,,0000 0001 0881 527X,12033361t,,118977105,30642884.0,07527437X,,,,19198.0,2013-10-28,,,,,,,n95005174,A10981159,,,,,,
józef-meisel,Józef Meisel,Józef Meisel,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo katowickie 37,37-1,,Q11730944,,,Józef Meisel,,male,,Józef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piotr-nowina-konopka,Piotr Nowina-Konopka,Piotr Nowina-Konopka,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo radomskie 7,7-1,,Q3388972,,,Piotr Nowina-Konopka,Piotr Nowina-Konopka,male,1949-05-27,Piotr,https://upload.wikimedia.org/wikipedia/commons/3/3a/Piotr_Nowina-Konopka_Bern_2009.jpg,165199398,,,,,,,,,,,,,,,,,,,,,,,,,,,,
janusz-onyszkiewicz,Janusz Onyszkiewicz,Janusz Onyszkiewicz,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa krośnieńskie i przemyskie 30,30-1,,Q1683072,,,Janusz Onyszkiewicz,Janusz Onyszkiewicz,male,1937-01-01,Janusz,https://upload.wikimedia.org/wikipedia/commons/8/81/Janusz_Onyszkiewicz.jpg,264304921,/m/03gv4d,no2012151787,28387,0000 0001 1639 5412,,,121573958,,,,,,,,,,,,,kup19960000072575,n95402569,,,,,,,
jerzy-osiatyński,Epaminondas Osiatyński,Jerzy Osiatyński,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Lista ogólnopolska,,,Q11359751,,,Jerzy Osiatyński,Jerzy Osiatyński,male,1941-11-02,Jerzy,https://upload.wikimedia.org/wikipedia/commons/5/53/Jerzy_Osiatynski_AB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andrzej-pawłowski-(polityk),Andrzej Pawłowski,Andrzej Pawłowski (polityk),1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo kaliskie 15,15-1,,Q9153189,,,Andrzej Pawłowski (polityk),,male,,Andrzej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan-piskorski,Jan Piskorski,Jan Piskorski,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,"Województwa ciechanowskie, ostrołęckie i łomżyńskie 24",24-1,,Q11718704,,,Jan Piskorski,,male,,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadeusz-pokrywka,Tadeusz Pokrywka,Tadeusz Pokrywka,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa jeleniogórskie i legnickie 13,13-1,,Q9354743,,,Tadeusz Pokrywka,,male,1947-07-17,Tadeusz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piotr-polmański,Piotr Polmański,Piotr Polmański,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo katowickie 36,36-1,,Q11817965,,,Piotr Polmański,,male,,Piotr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andrzej-potocki-(poseł),Andrzej Potocki,Andrzej Potocki (poseł),1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo katowickie 37,37-1,,Q11686047,,,Andrzej Potocki (poseł),,male,1964-08-25,Andrzej,https://upload.wikimedia.org/wikipedia/commons/8/80/Potocki.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
włodzimierz-puzyna,Włodzimierz Puzyna,Włodzimierz Puzyna,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo szczecińskie 20,20-1,,Q9382797,,,Włodzimierz Puzyna,,male,1947-07-09,Włodzimierz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan-rokita,Jan Rokita,Jan Rokita,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo krakowskie 33,33-1,,Q656205,,,Jan Rokita,Jan Rokita,male,1959-06-18,Jan,https://upload.wikimedia.org/wikipedia/commons/6/62/Jan_Rokita_2013.jpg,84184283,/m/028wg3,nr2004014465,,0000 0001 1073 6116,150440072,http://www.janrokita.pl/,129511854,85757705.0,,,,,,,,,,,,jo2006346283,n2004073838,,,,,,,
ryszard-setnik,Ryszard Setnik,Ryszard Setnik,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo lubelskie 28,28-1,,Q9324940,,,Ryszard Setnik,,male,,Ryszard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grażyna-staniszewska-(polityk),Grażyna Staniszewska,Grażyna Staniszewska (polityk),1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo bielskie 34,34-1,,Q4260107,,,Grażyna Staniszewska,Grażyna Staniszewska,female,1949-11-02,Grażyna,https://upload.wikimedia.org/wikipedia/commons/1/1d/Grażyna_Staniszewska.jpg,160859205,/m/05ygc7,,28388,,,http://www.staniszewska.pl,,,,,,,,,,,,,,,,,,,,,,
joanna-staręga-piasek,Joanna Staręga-Piasek,Joanna Staręga-Piasek,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa konińskie i sieradzkie 6,6-1,,Q16563339,,,Joanna Staręga-Piasek,,female,,Joanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hanna-suchocka,Hanna Suchocka,Hanna Suchocka,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo poznańskie 18,18-1,,Q55930,,,Hanna Suchocka,Hanna Suchocka,female,1946-04-03,Hanna,"https://upload.wikimedia.org/wikipedia/commons/b/ba/Hanna_Suchocka,_Prime_Minister_of_Poland_1992-1993.jpg",64055210,/m/03ddj0,n84184168,,0000 0001 0908 8385,12210771f,,115066446,6544004,,,,,8414,,,,,,,kup19960000096550,n94002353,A11935339,,,,,,
tadeusz-syryjczyk,Tadeusz Syryjczyk,Tadeusz Syryjczyk,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo krakowskie 33,33-1,,Q9354892,,,Tadeusz Syryjczyk,,male,,Tadeusz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tomasz-szczepuła,Tomasz Szczepuła,Tomasz Szczepuła,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa zielonogórskie i leszczyńskie 14,14-1,,Q9359737,,,Tomasz Szczepuła,,male,,Tomasz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kazimierz-szczygielski,Kazimierz Szczygielski,Kazimierz Szczygielski,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo opolskie 10,10-1,,Q11738380,,,Kazimierz Szczygielski,,male,,Kazimierz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iwona-Śledzińska-katarasińska,Iwona Śledzińska-Katarasińska,Iwona Śledzińska-Katarasińska,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo łódzkie 4,4-1,,Q9296852,,,Iwona Śledzińska-Katarasińska,Iwona Śledzińska-Katarasińska,female,1941-01-03,Iwona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jacek-taylor,Jacek Taylor,Jacek Taylor,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Lista ogólnopolska,,,Q11715619,,,Jacek Taylor,,male,,Jacek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ludwik-turko,Ludwik Turko,Ludwik Turko,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Lista ogólnopolska,,,Q11763961,,,Ludwik Turko,Ludwik Turko,male,,Ludwik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anna-urbanowicz,Anna Urbanowicz,Anna Urbanowicz,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa płockie i skierniewickie 3,3-1,,Q9155777,,,Anna Urbanowicz,,female,,Anna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mariusz-wesołowski,Mariusz Wesołowski,Mariusz Wesołowski,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa olsztyńskie i elbląskie 23,23-1,,Q11770220,,,Mariusz Stefan Wesołowski,,male,,Mariusz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andrzej-wielowieyski,Andrzej Wielowieyski,Andrzej Wielowieyski,1,Klub Parlamentarny Unia Demokratyczna,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo warszawskie 1,1-1,,Q11686111,,,Andrzej Wielowieyski,Andrzej Wielowieyski,male,,Andrzej,https://upload.wikimedia.org/wikipedia/commons/a/a6/Andrzej_Wielowieyski_Senat_RP_02.JPG,,,,93543,,,,,,,,,,,,,,,,,,,,,,,,,
